"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","W8gobe","wiI7pd","RfDO5c","RfDO5c 2","RfDO5c 3","RfDO5c 4","RfDO5c 5","RfDO5c 6","RfDO5c 7","RfDO5c 8","RfDO5c 9","RfDO5c 10","RfDO5c 11","RfDO5c 12","dSlJg src","znYl0","dSlJg src 2","znYl0 2","w8nwRe"
"https://lh3.googleusercontent.com/a-/ALV-UjUzsirPsesEtwQg4R_9QrYMoGyXR3iTWjkpwbxIAnsHnnlk=w36-h36-p-rp-mo-ba3-br100","abd basid","Local Guide · 23 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjWaPpSH5qr9DZbnxCg_9V_BbHI68Rrw4fjekYwzTXDVZmEp=w36-h36-p-rp-mo-ba3-br100","Anne Hermadianne","Local Guide · 56 ulasan · 18 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Tempat yang tidak pernah kami lewatkan jika kami mengunjungi Jawa Timur, rasanya sangat goog dan pedas terutama bebeknya","5","5","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXSX9KAfgNNV3Zfv3j6cBmuCDTZ6HAcEWsM3A_EtG9uB94=w36-h36-p-rp-mo-ba3-br100","Ziaskashopline Produsen Tas Seminar, Sekolah Dll.","Local Guide · 10 ulasan · 47 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Hitam dan putih","Layanan","Makan di tempat","Jenis makanan","Makan malam","Tarif per orang","Rp 250.000+","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXSX9KAfgNNV3Zfv3j6cBmuCDTZ6HAcEWsM3A_EtG9uB94=w36-h36-p-rp-mo-ba3-br100","Ziaskashopline Produsen Tas Seminar, Sekolah Dll.","Local Guide · 10 ulasan · 47 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Hitam dan putih","Layanan","Makan di tempat…","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjXNNEciCIjAmwbq5h8eD7nQuTGOsD6SuiBQn4naTKUehA=w36-h36-p-rp-mo-ba2-br100","zatra safety belt Jogja","Local Guide · 14 ulasan · 21 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Gooooooddddddd... Rekomen makan bebek enakkk 👍👍","5","4","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWU5WYFMq9FdIWrJK5cV2yFG5bg4v2u_7XI8cWJhsm1VoA=w36-h36-p-rp-mo-ba3-br100","widya ariyanto","Local Guide · 47 ulasan · 1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Rame terus dari dulu 😁😁","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","4","Layanan:","4","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjX2KbL0ph5EorB1XJA2p7jttgTip75uxT9Q6_eHhcbv6A=w36-h36-p-rp-mo-br100","Sigit Kurniawan","2 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVogKDIIv2eMjFLJgqmtCh-5sMXmj7E7n1cwLDC4bxPIzw=w36-h36-p-rp-mo-ba5-br100","Firmansyah Manan","Local Guide · 102 ulasan · 344 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Luar biasa","Layanan","Makan di tempat","Jenis makanan","Sarapan siang","Tarif per orang","Rp 175.000–200.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocLo1IbL2G9gcSbveTN6uQsglTsHJtcRuFhad97r5Jkl=w36-h36-p-rp-mo-br100","Keanu Abyaz","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","Kamar mandinya tolong diperhatikan dong sayang banget kotoor bauuu....padahal tempatx nyaman musholla nya bagus dan nyaman pelayanan juga oke ..cuma sangat disayangkan toiletx kotor +bau ....","","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXqgaDk6z8J_pNV1Tbtiy9cOGeJ1vFwYfqfNSACuyhv1On2=w36-h36-p-rp-mo-ba3-br100","Vania Wemona","Local Guide · 3 ulasan · 1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWaI2AMZ2ZG-mIc9Dt1buXFrWhxQvjWfaz2WQvaK-NGHw=w36-h36-p-rp-mo-ba4-br100","puji harimulyono","Local Guide · 106 ulasan · 299 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Hari ini ramai, tapi setelah siang sudah mulai kendur...","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 1–25.000","5","Makanan:","5","Layanan:","Rekomendasi hidangan","Nasi Bebek Sinjay Sambal Pencit Es Jeruk Es Teh Tawar","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjV2ri5o2vaiMqBXznYYDgAOTsJNtMWPR1TFr7DHGqESoozK=w36-h36-p-rp-mo-ba3-br100","irdiana septa","Local Guide · 18 ulasan · 44 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV6_dLM4wgKmXO8tl3UEYq_XvkYMs65WZBtDci7itUT3Ig=w36-h36-p-rp-mo-ba5-br100","Aisya Nabilla","Local Guide · 417 ulasan · 179 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Enak jam 7 pagi sdh buka sekalian sarapan","Layanan","Makan di tempat","Tarif per orang","Rp 25.000–50.000","5","","","Makanan:","5","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxZKPL92F5EF2MB-_6GrLmkZXPjPwZ1y7Eb8iyxzvKAS4=w36-h36-p-rp-mo-ba3-br100","Faried Prasetyo","Local Guide · 9 ulasan · 14 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","4…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a/ACg8ocKYdCfEF-4OiSPLS-9WYmKFvZQKw3CetlAmSQzguj6U=w36-h36-p-rp-mo-ba2-br100","Aries Herman","Local Guide · 21 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Bagus","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 50.000–75.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjV90oW9-hf7dW2neIvhVy3h2mW-8f2RSKYIUrS5gXFgFg=w36-h36-p-rp-mo-ba3-br100","Muhammad Ichwan","Local Guide · 10 ulasan · 52 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV2Mjj2JbKfwwEq7GLOvrvZhH-eJlEW_kMo3mIb5wSpmgA=w36-h36-p-rp-mo-ba2-br100","Yusak agung","Local Guide · 13 ulasan · 4 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Enak, pelayanan cepat, self service,","4","5","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVj5eX40CaU5zOP53lZOlzneSf06ut0lye4XQotZL3tPis=w36-h36-p-rp-mo-ba2-br100","Beni Wibowo","Local Guide · 4 ulasan · 8 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjXU9byDDRBraEyZwzhoKEVtKzsHW9bJcyUqQb60Ymr3rYw=w36-h36-p-rp-mo-ba3-br100","Fika Dara Nurina","Local Guide · 39 ulasan · 37 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Bebeknya enak, sambelnya juga.
Harganya terjangkau sih.","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","4","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWPox_-MDRWweru8r-C863eae7j2JXPJBSIUPv_pa6S_2o=w36-h36-p-rp-mo-ba4-br100","Puguh Indra","Local Guide · 141 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","Untuk sajian yang harus mengantri lbh dulu sepertinya cukup pernah mencicipi saja.","Layanan","Makan di tempat","Jenis makanan","Makan siang","3","","","Makanan:","3","Layanan:","Bebek Goreng Sinjay","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXbf40iTcme12HK_LpScu6hT3G9Z6ewpLl_puOifQoRIw=w36-h36-p-rp-mo-br100","Arianaba Singel","8 ulasan · 12 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","Naaah,, antriannya hampir 5 meter. Mereka ingin kita mengantri untuk memesan, untuk restoran yang bisa dilayani dengan baik dengan pelayan untuk mengambil pesanan. Dan mereka tidak menerima kartu atau QR apa pun, hanya uang tunai. Ketika kebanyakan orang bepergian dengan sedikit uang tunai di saku mereka untuk menghindari masalah yang tidak diinginkan. Mereka memiliki masjid besar dan lingkungan yang baik. Masjidnya bagus, saya suka. Tetapi saya tidak memiliki kesempatan untuk mencicipi makanan mereka, karena saya tidak pantas mengantri lebih dari 30 menit, dan menolak karena mereka tidak menerima kartu atau QR. Dan makanan bisa habis kurang dari 10 menit.","1","1","","4","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjV20d853wIMDtKuK34dY01jSJZyS-JLhDEuqsQLdMM7v3k=w36-h36-p-rp-mo-br100","Badrus Soleh","2 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjU1EI_nr91vUTVA5vQ5unnQhM_CRmcJjhYFIfzliIa_cQkF=w36-h36-p-rp-mo-ba4-br100","Desi Ariati","Local Guide · 111 ulasan · 32 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 bulan lalu","","Enak bebeknya empuk & ga bau diri","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWOpFV6sWc-qxbL7Cl8zD0ge6eQaXl4VP08A6oj0133iQ=w36-h36-p-rp-mo-br100","KING street TV","2 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","lamaaaaa...","5","1","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocKCcIRKGMCTdKjoAvr28KSj76mOTN_AezCyozjHbADE=w36-h36-p-rp-mo-br100","Dian Sah","1 ulasan · 7 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","Rasa mantap, layanan seharusnya antara bebek, yg lain di pisah, dan tempat pengambilan ada pembatas jadi gk berjubel antara no kecil dan besar, suasana siip","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 250.000+","5","Makanan:","2","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWz_a_TG_w-9Pktn02JxyLJ92C1dWAmspoqhnqhWJMvdkU=w36-h36-p-rp-mo-ba3-br100","Fitriyah Sulistiowati","Local Guide · 2 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","Sayang pembayarannya belum bisa cashless","","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVb-fTLb0jFDft7VpB_NKg9DPSbeDioZ_ashC_rDepSRV_Z=w36-h36-p-rp-mo-ba2-br100","joko triono","Local Guide · 7 ulasan · 28 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 bulan lalu","","Gurih banget kreyesnya 😁😁 …","","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
